crawled;location;location_first;location_last;ownership;price;real_estate;size
20181230_115439;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;1690000;Haus;152,1
20181230_115439;Vierkirchen, Dachau (Kreis);Vierkirchen;Dachau (Kreis);Kauf;639000;Haus;125,97
20181230_115439;Schwabhausen, Dachau (Kreis);Schwabhausen;Dachau (Kreis);Kauf;1185000;Haus;255
20181230_115439;Röhrmoos, Dachau (Kreis);Röhrmoos;Dachau (Kreis);Kauf;1250000;Haus;310
20181230_115439;Odelzhausen, Dachau (Kreis);Odelzhausen;Dachau (Kreis);Kauf;775000;Haus;184
20181230_115439;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;2155000;Haus;248,71
20181230_115439;Münchnerstraße 74a, Dachau, Dachau (Kreis);Münchnerstraße 74a;Dachau (Kreis);Kauf;765000;Haus;135
20181230_115439;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;759000;Haus;137
20181230_115439;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;799000;Haus;137
20181230_115439;Münchnerstraße 74a, Dachau, Dachau (Kreis);Münchnerstraße 74a;Dachau (Kreis);Kauf;749000;Haus;137
20181230_115439;Thomas-Schwarz-Straße 47, Dachau, Dachau (Kreis);Thomas-Schwarz-Straße 47;Dachau (Kreis);Kauf;1049000;Haus;165
20181230_115439;Pfaffenhofen an der Glonn, Dachau (Kreis);Pfaffenhofen an der Glonn;Dachau (Kreis);Kauf;599000;Haus;133
20181230_115439;Odelzhausen, Dachau (Kreis);Odelzhausen;Dachau (Kreis);Kauf;779000;Haus;155,00
20181230_115439;Hilgertshausen-Tandern, Dachau (Kreis);Hilgertshausen-Tandern;Dachau (Kreis);Kauf;690000;Haus;288,55
20181230_115439;Mittermayerstraße 16+16a, Dachau, Dachau (Kreis);Mittermayerstraße 16+16a;Dachau (Kreis);Kauf;6500000;Haus;1422
20181230_115439;Trudering, München;Trudering;München;Kauf;1772800;Haus;535
20181230_115439;Aubing, München;Aubing;München;Kauf;2595000;Haus;207,54
20181230_115439;Am Mitterfeld Ecke Karotschstraße -, Trudering, München;Am Mitterfeld Ecke Karotschstraße -;München;Kauf;1027500;Haus;125,82
20181230_115439;Am Fendlbach 6, Herrsching am Ammersee, Starnberg (Kreis);Am Fendlbach 6;Starnberg (Kreis);Kauf;349000;Haus;34,00
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;1865000;Haus;229
20181230_115439;Andechs, Starnberg (Kreis);Andechs;Starnberg (Kreis);Kauf;299500;Haus;51,00
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;950000;Haus;155,16
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1790000;Haus;254
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;2250000;Haus;200
20181230_115439;Andechs, Starnberg (Kreis);Andechs;Starnberg (Kreis);Kauf;762000;Haus;155
20181230_115439;Krailling, Starnberg (Kreis);Krailling;Starnberg (Kreis);Kauf;1250000;Haus;171,53
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1650000;Haus;270
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;1484699;Haus;575
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;6800000;Haus;380
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;1395000;Haus;161
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;2195000;Haus;203
20181230_115439;Seefeld, Starnberg (Kreis);Seefeld;Starnberg (Kreis);Kauf;2450000;Haus;340
20181230_115439;Hechendorfer Str. 142, Herrsching am Ammersee, Starnberg (Kreis);Hechendorfer Str. 142;Starnberg (Kreis);Kauf;1790000;Haus;178
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;950;Haus;33
20181230_115439;Seefeld, Starnberg (Kreis);Seefeld;Starnberg (Kreis);Kauf;2490000;Haus;320
20181230_115439;Tutzing, Starnberg (Kreis);Tutzing;Starnberg (Kreis);Kauf;860000;Haus;118
20181230_115439;Tutzing, Starnberg (Kreis);Tutzing;Starnberg (Kreis);Kauf;1150000;Haus;146
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;162;Haus;5
20181230_115439;Tutzing, Starnberg (Kreis);Tutzing;Starnberg (Kreis);Kauf;3650000;Haus;220
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1290000;Haus;188
20181230_115439;Am Waldhang 9, Gilching, Starnberg (Kreis);Am Waldhang 9;Starnberg (Kreis);Kauf;995000;Haus;215
20181230_115439;Krailling, Starnberg (Kreis);Krailling;Starnberg (Kreis);Kauf;1870000;Haus;234
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1610000;Haus;256,6
20181230_115439;Pütrichstraße 18, Gauting, Starnberg (Kreis);Pütrichstraße 18;Starnberg (Kreis);Kauf;999000;Haus;177
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;9200000;Haus;520
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;3089000;Haus;330
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1570000;Haus;249
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1020000;Haus;120
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;1539699;Haus;644
20181230_115439;Wörthsee, Starnberg (Kreis);Wörthsee;Starnberg (Kreis);Kauf;1655000;Haus;205
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1895000;Haus;200
20181230_115439;Tutzing, Starnberg (Kreis);Tutzing;Starnberg (Kreis);Kauf;850000;Haus;210
20181230_115439;Andechs, Starnberg (Kreis);Andechs;Starnberg (Kreis);Kauf;725000;Haus;136,42
20181230_115439;Kesselweg 2, Andechs, Starnberg (Kreis);Kesselweg 2;Starnberg (Kreis);Kauf;750000;Haus;155,00
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;3650000;Haus;210
20181230_115439;Andechs, Starnberg (Kreis);Andechs;Starnberg (Kreis);Kauf;3980000;Haus;500
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;886330;Haus;140,29
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;765000;Haus;111
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;1099000;Haus;164
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;2280000;Haus;263
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;1220000;Haus;156
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;830000;Haus;177
20181230_115439;Margaretenstraße 28, Krailling, Starnberg (Kreis);Margaretenstraße 28;Starnberg (Kreis);Kauf;398900;Haus;54,20
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;750000;Haus;140
20181230_115439;Margaretenstr. 4d, Krailling, Starnberg (Kreis);Margaretenstr. 4d;Starnberg (Kreis);Kauf;980000;Haus;130
20181230_115439;Hauserstraße 40, Gauting, Starnberg (Kreis);Hauserstraße 40;Starnberg (Kreis);Kauf;1390000;Haus;607
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;8200000;Haus;650
20181230_115439;Seefeld, Starnberg (Kreis);Seefeld;Starnberg (Kreis);Kauf;1585000;Haus;204
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;203;Haus;7
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;1250000;Haus;147
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;906330;Haus;158,5
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;734000;Haus;114
20181230_115439;Forstweg 4, Gauting, Starnberg (Kreis);Forstweg 4;Starnberg (Kreis);Kauf;1050000;Haus;170
20181230_115439;Hechendorfer Straße 130, Herrsching am Ammersee, Starnberg (Kreis);Hechendorfer Straße 130;Starnberg (Kreis);Kauf;1515000;Haus;280
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1950000;Haus;263
20181230_115439;Pöcking, Starnberg (Kreis);Pöcking;Starnberg (Kreis);Kauf;1030000;Haus;166
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;790000;Haus;146
20181230_115439;Tutzing, Starnberg (Kreis);Tutzing;Starnberg (Kreis);Kauf;1490000;Haus;192
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;890000;Haus;123
20181230_115439;Seefeld, Starnberg (Kreis);Seefeld;Starnberg (Kreis);Kauf;1650000;Haus;229
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1198000;Haus;140,59
20181230_115439;Seefeld, Starnberg (Kreis);Seefeld;Starnberg (Kreis);Kauf;2690000;Haus;387
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1150000;Haus;286,37
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1550000;Haus;215
20181230_115439;Pöcking, Starnberg (Kreis);Pöcking;Starnberg (Kreis);Kauf;2600000;Haus;160
20181230_115439;Tutzing, Starnberg (Kreis);Tutzing;Starnberg (Kreis);Kauf;930000;Haus;127
20181230_115439;Schloßbergstrasse 2, Starnberg, Starnberg (Kreis);Schloßbergstrasse 2;Starnberg (Kreis);Kauf;420000;Haus;240
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;270000;Haus;72
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;795000;Haus;131
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;897000;Haus;107
20181230_115439;Inning am Ammersee, Starnberg (Kreis);Inning am Ammersee;Starnberg (Kreis);Kauf;1100000;Haus;180
20181230_115439;Drößlinger Straße 5, Andechs, Starnberg (Kreis);Drößlinger Straße 5;Starnberg (Kreis);Kauf;639000;Haus;152
20181230_115439;Pöcking, Starnberg (Kreis);Pöcking;Starnberg (Kreis);Kauf;949000;Haus;165
20181230_115439;Seefeld, Starnberg (Kreis);Seefeld;Starnberg (Kreis);Kauf;948000;Haus;185,46
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1150000;Haus;150
20181230_115439;Krailling, Starnberg (Kreis);Krailling;Starnberg (Kreis);Kauf;1525000;Haus;800
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;2249000;Haus;230
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1275000;Haus;260
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;3249500;Haus;435
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1249000;Haus;160
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;2200000;Haus;250,2
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1300000;Haus;230
20181230_115439;Weßling, Starnberg (Kreis);Weßling;Starnberg (Kreis);Kauf;1280000;Haus;175
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1150000;Haus;164,1
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;929000;Haus;134,31
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;1034000;Haus;131,77
20181230_115439;Tutzing, Starnberg (Kreis);Tutzing;Starnberg (Kreis);Kauf;890000;Haus;180,54
20181230_115439;Eduard Kandl Str. 32, Herrsching am Ammersee, Starnberg (Kreis);Eduard Kandl Str. 32;Starnberg (Kreis);Kauf;1245000;Haus;170
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;1280000;Haus;199
20181230_115439;Steinrinnenweg 0, Andechs, Starnberg (Kreis);Steinrinnenweg 0;Starnberg (Kreis);Kauf;849500;Haus;149,36
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;895000;Haus;128
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;2500000;Haus;252
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;1400000;Haus;186,73
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;1330000;Haus;193,2
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;1300000;Haus;187,11
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;1240000;Haus;193,18
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;1300000;Haus;193,33
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;1140000;Haus;190,73
20181230_115439;Inning am Ammersee, Starnberg (Kreis);Inning am Ammersee;Starnberg (Kreis);Kauf;685000;Haus;120
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;4650000;Haus;353
20181230_115439;Amselweg 5, Wörthsee, Starnberg (Kreis);Amselweg 5;Starnberg (Kreis);Kauf;1295000;Haus;147
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;698900;Haus;291
20181230_115439;Krailling, Starnberg (Kreis);Krailling;Starnberg (Kreis);Kauf;1540000;Haus;157
20181230_115439;Krailling, Starnberg (Kreis);Krailling;Starnberg (Kreis);Kauf;1790000;Haus;207
20181230_115439;Inning am Ammersee, Starnberg (Kreis);Inning am Ammersee;Starnberg (Kreis);Kauf;258;Haus;8
20181230_115439;Andechs, Starnberg (Kreis);Andechs;Starnberg (Kreis);Kauf;769000;Haus;124
20181230_115439;Krailling, Starnberg (Kreis);Krailling;Starnberg (Kreis);Kauf;1199000;Haus;153,82
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;2600000;Haus;292,9
20181230_115439;Tutzing, Starnberg (Kreis);Tutzing;Starnberg (Kreis);Kauf;1190000;Haus;293
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;2249000;Haus;230
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;2980000;Haus;296
20181230_115439;Krailling, Starnberg (Kreis);Krailling;Starnberg (Kreis);Kauf;997000;Haus;148,21
20181230_115439;Görbelmoosweg 19, Gilching, Starnberg (Kreis);Görbelmoosweg 19;Starnberg (Kreis);Kauf;649000;Haus;106
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;1190000;Haus;206,07
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;5900000;Haus;530
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;995000;Haus;590
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;1095000;Haus;135
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1145000;Haus;140
20181230_115439;Pilsenseestraße 1, Seefeld, Starnberg (Kreis);Pilsenseestraße 1;Starnberg (Kreis);Kauf;1100000;Haus;290
20181230_115439;Inning am Ammersee, Starnberg (Kreis);Inning am Ammersee;Starnberg (Kreis);Kauf;5600000;Haus;120
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1200000;Haus;120,77
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1150000;Haus;156
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;2400000;Haus;245
20181230_115439;Herrsching am Ammersee, Starnberg (Kreis);Herrsching am Ammersee;Starnberg (Kreis);Kauf;1050000;Haus;440
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;1060000;Haus;157
20181230_115439;Andechs, Starnberg (Kreis);Andechs;Starnberg (Kreis);Kauf;839000;Haus;140
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;1124998,79;Haus;480
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1199000;Haus;141
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1099000;Haus;151
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;899000;Haus;143
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;880000;Haus;209
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;2040000;Haus;260
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;685000;Haus;152
20181230_115439;Gilching, Starnberg (Kreis);Gilching;Starnberg (Kreis);Kauf;675000;Haus;182
20181230_115439;Berg, Starnberg (Kreis);Berg;Starnberg (Kreis);Kauf;1975000;Haus;250
20181230_115439;Wörthsee, Starnberg (Kreis);Wörthsee;Starnberg (Kreis);Kauf;680000;Haus;122,66
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1790000;Haus;250
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1690000;Haus;212
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1334740;Haus;633
20181230_115439;Am Waldhang 31, Gilching, Starnberg (Kreis);Am Waldhang 31;Starnberg (Kreis);Kauf;799900;Haus;152
20181230_115439;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;1680000;Haus;195
20181230_115439;Gauting, Starnberg (Kreis);Gauting;Starnberg (Kreis);Kauf;1850000;Haus;270
20181230_115439;Am Kranzlberg 6, Berg, Starnberg (Kreis);Am Kranzlberg 6;Starnberg (Kreis);Kauf;1800000;Haus;250
20181230_115439;Pähl, Weilheim-Schongau (Kreis);Pähl;Weilheim-Schongau (Kreis);Kauf;1290000;Haus;216
20181230_115439;Rudelzhausen, Freising (Kreis);Rudelzhausen;Freising (Kreis);Kauf;1450000;Haus;260,04
20181230_115439;Freising, Freising (Kreis);Freising;Freising (Kreis);Kauf;990000;Haus;145
20181230_115439;Nandlstadt, Freising (Kreis);Nandlstadt;Freising (Kreis);Kauf;569000;Haus;226
20181230_115439;Hörgertshausen, Freising (Kreis);Hörgertshausen;Freising (Kreis);Kauf;949000;Haus;305
20181230_115439;Neufahrn bei Freising, Freising (Kreis);Neufahrn bei Freising;Freising (Kreis);Kauf;1298000;Haus;283
20181230_115439;Rudelzhausen, Freising (Kreis);Rudelzhausen;Freising (Kreis);Kauf;1450000;Haus;260,03
20181230_115439;Hohenkammer, Freising (Kreis);Hohenkammer;Freising (Kreis);Kauf;558000;Haus;500
20181230_115439;Hohenkammer, Freising (Kreis);Hohenkammer;Freising (Kreis);Kauf;799000;Haus;355
20181230_115439;Paunzhausen, Freising (Kreis);Paunzhausen;Freising (Kreis);Kauf;820000;Haus;156
20181230_115439;Hopfenstrasse 7, Attenkirchen, Freising (Kreis);Hopfenstrasse 7;Freising (Kreis);Kauf;647000;Haus;190
20181230_115439;Inkofener Str. 18, Haag an der Amper, Freising (Kreis);Inkofener Str. 18;Freising (Kreis);Kauf;748000;Haus;193
20181230_115439;Am Hang 10, Neufahrn bei Freising, Freising (Kreis);Am Hang 10;Freising (Kreis);Kauf;562000;Haus;153
20181230_115439;Am Straßfeld 5, Freising, Freising (Kreis);Am Straßfeld 5;Freising (Kreis);Kauf;799000;Haus;423
20181230_115439;Nandlstadt, Freising (Kreis);Nandlstadt;Freising (Kreis);Kauf;485000;Haus;260
20181230_115439;Münchner Straße 3, Kirchdorf an der Amper, Freising (Kreis);Münchner Straße 3;Freising (Kreis);Kauf;1490000;Haus;550
20181230_115439;Anna-Wimschneider-Str. 1, Neufahrn bei Freising, Freising (Kreis);Anna-Wimschneider-Str. 1;Freising (Kreis);Kauf;898000;Haus;134,00
20181230_115439;Freising, Freising (Kreis);Freising;Freising (Kreis);Kauf;129000;Haus;30,00
20181230_115439;Langenbach, Freising (Kreis);Langenbach;Freising (Kreis);Kauf;799000;Haus;165,66
20181230_115439;Au in der Hallertau, Freising (Kreis);Au in der Hallertau;Freising (Kreis);Kauf;293877;Haus;280
20181230_115439;Thalbacher Straße xxx, Moosburg an der Isar, Freising (Kreis);Thalbacher Straße xxx;Freising (Kreis);Kauf;525000;Haus;194
20181230_115439;Paunzhausen, Freising (Kreis);Paunzhausen;Freising (Kreis);Kauf;422818;Haus;500
20181230_115439;Nandlstadt, Freising (Kreis);Nandlstadt;Freising (Kreis);Kauf;378599;Haus;400
20181230_115439;Ährenweg xxx, Neufahrn bei Freising, Freising (Kreis);Ährenweg xxx;Freising (Kreis);Kauf;606000;Haus;132
20181230_115439;Hallbergmoos, Freising (Kreis);Hallbergmoos;Freising (Kreis);Kauf;1110000;Haus;188
20181230_115439;Hauptstraße XXXX, Mauern, Freising (Kreis);Hauptstraße XXXX;Freising (Kreis);Kauf;440000;Haus;136
20181230_115439;Neufahrn bei Freising, Freising (Kreis);Neufahrn bei Freising;Freising (Kreis);Kauf;890000;Haus;160
20181230_115439;am Pfarrpfründeweg 12, Au in der Hallertau, Freising (Kreis);am Pfarrpfründeweg 12;Freising (Kreis);Kauf;430000;Haus;292
20181230_115439;Neufahrn bei Freising, Freising (Kreis);Neufahrn bei Freising;Freising (Kreis);Kauf;2500000;Haus;416
20181230_115439;Moosburg an der Isar, Freising (Kreis);Moosburg an der Isar;Freising (Kreis);Kauf;579900;Haus;280
20181230_115439;Egerlandstraße 19 a, Moosburg an der Isar, Freising (Kreis);Egerlandstraße 19 a;Freising (Kreis);Kauf;275000;Haus;52,00
20181230_115439;Inkofener Str. 18, Haag an der Amper, Freising (Kreis);Inkofener Str. 18;Freising (Kreis);Kauf;648000;Haus;164,00
20181230_115439;Im Leger 0, Fahrenzhausen, Freising (Kreis);Im Leger 0;Freising (Kreis);Kauf;725500;Haus;140
20181230_115439;Kranzberg, Freising (Kreis);Kranzberg;Freising (Kreis);Kauf;689000;Haus;117,13
20181230_115439;Auweg 2, Eching, Freising (Kreis);Auweg 2;Freising (Kreis);Kauf;1199000;Haus;160
20181230_115439;Neufahrn bei Freising, Freising (Kreis);Neufahrn bei Freising;Freising (Kreis);Kauf;1290000;Haus;110
20181230_115439;Attenkirchen, Freising (Kreis);Attenkirchen;Freising (Kreis);Kauf;775000;Haus;190
20181230_115439;Au in der Hallertau, Freising (Kreis);Au in der Hallertau;Freising (Kreis);Kauf;298829;Haus;280
20181230_115439;Allershausen, Freising (Kreis);Allershausen;Freising (Kreis);Kauf;720000;Haus;120
20181230_115439;Carl-Diem-Straße 11 A, Neufahrn bei Freising, Freising (Kreis);Carl-Diem-Straße 11 A;Freising (Kreis);Kauf;2099000;Haus;414
20181230_115439;Moosburg an der Isar, Freising (Kreis);Moosburg an der Isar;Freising (Kreis);Kauf;625000;Haus;150
20181230_115439;Neufahrn bei Freising, Freising (Kreis);Neufahrn bei Freising;Freising (Kreis);Kauf;729500;Haus;119,11
20181230_115439;Hallbergmoos, Freising (Kreis);Hallbergmoos;Freising (Kreis);Kauf;769000;Haus;142,47
20181230_115439;Freising, Freising (Kreis);Freising;Freising (Kreis);Kauf;1580000;Haus;398
20181230_115439;Au in der Hallertau, Freising (Kreis);Au in der Hallertau;Freising (Kreis);Kauf;495000;Haus;153
20181230_115439;Hallbergmoos, Freising (Kreis);Hallbergmoos;Freising (Kreis);Kauf;1000000;Haus;220
20181230_115439;Rudelzhausen, Freising (Kreis);Rudelzhausen;Freising (Kreis);Kauf;367169;Haus;500
20181230_115439;Eching, Freising (Kreis);Eching;Freising (Kreis);Kauf;719000;Haus;115
20181230_115439;Hallbergmoos, Freising (Kreis);Hallbergmoos;Freising (Kreis);Kauf;1490000;Haus;336,8
20181230_115439;Zolling, Freising (Kreis);Zolling;Freising (Kreis);Kauf;1050000;Haus;410
20181230_115439;Orionstraße 19, Moosburg an der Isar, Freising (Kreis);Orionstraße 19;Freising (Kreis);Kauf;504900;Haus;132,00
20181230_115439;Haag an der Amper, Freising (Kreis);Haag an der Amper;Freising (Kreis);Kauf;780000;Haus;180
20181230_115439;Hohenkammer, Freising (Kreis);Hohenkammer;Freising (Kreis);Kauf;549000;Haus;119,98
20181230_115439;Au in der Hallertau, Freising (Kreis);Au in der Hallertau;Freising (Kreis);Kauf;869000;Haus;310
